4.2497e-06,1.063e-10,1.0781e-08,0.83524,5.2572e-06,9.9646e-11,1.267e-08,0.79345,7.7827e-06,8.5026e-11,1.6284e-08,0.68888,1.6393e-05,4.0346e-11,1.6571e-08,0.33281,2.3018e-05,7.1117e-12,4.12e-09,0.058929
3.8482e-06,1.0839e-10,9.9461e-09,0.85094,4.5392e-06,1.0348e-10,1.1334e-08,0.82207,5.8886e-06,9.5003e-11,1.3697e-08,0.7658,1.0202e-05,7.1315e-11,1.8165e-08,0.58623,1.979e-05,2.2514e-11,1.1263e-08,0.18738
3.5225e-06,1.1009e-10,9.2402e-09,0.86365,4.0221e-06,1.0626e-10,1.0294e-08,0.84263,4.8599e-06,1.0055e-10,1.1919e-08,0.80744,6.7098e-06,8.9446e-11,1.4875e-08,0.72986,1.3502e-05,5.3511e-11,1.8268e-08,0.44544
3.2518e-06,1.1151e-10,8.6344e-09,0.87421,3.6271e-06,1.084e-10,9.4556e-09,0.8583,4.196e-06,1.0418e-10,1.0632e-08,0.83422,5.2085e-06,9.7528e-11,1.2521e-08,0.79145,7.7939e-06,8.2629e-11,1.6155e-08,0.68241
3.0226e-06,1.1271e-10,8.1079e-09,0.88314,3.3127e-06,1.1011e-10,8.7613e-09,0.87075,3.7223e-06,1.0681e-10,9.6471e-09,0.85328,4.3627e-06,1.022e-10,1.0946e-08,0.82602,5.575e-06,9.4482e-11,1.3115e-08,0.77451
2.8257e-06,1.1374e-10,7.6454e-09,0.89081,3.055e-06,1.1152e-10,8.1743e-09,0.88093,3.3622e-06,1.0883e-10,8.8614e-09,0.86773,3.8031e-06,1.0536e-10,9.8051e-09,0.84882,4.5126e-06,1.0037e-10,1.1218e-08,0.81844
2.6543e-06,1.1464e-10,7.2354e-09,0.89747,2.839e-06,1.1271e-10,7.6698e-09,0.88946,3.0765e-06,1.1045e-10,8.2153e-09,0.87917,3.3973e-06,1.0768e-10,8.929e-09,0.8653,3.8643e-06,1.0406e-10,9.9197e-09,0.84515
2.5036e-06,1.1543e-10,6.8692e-09,0.90333,2.6546e-06,1.1373e-10,7.2302e-09,0.89673,2.8426e-06,1.1178e-10,7.6714e-09,0.88852,3.0854e-06,1.0949e-10,8.2275e-09,0.87794,3.4155e-06,1.0668e-10,8.9589e-09,0.86358
2.3699e-06,1.1613e-10,6.5398e-09,0.90852,2.495e-06,1.1461e-10,6.843e-09,0.90301,2.6466e-06,1.1291e-10,7.2054e-09,0.89633,2.8358e-06,1.1096e-10,7.6488e-09,0.88802,3.0807e-06,1.0866e-10,8.2089e-09,0.87728
2.2504e-06,1.1676e-10,6.2418e-09,0.91316,2.3551e-06,1.1538e-10,6.4987e-09,0.90851,2.4794e-06,1.1387e-10,6.8001e-09,0.90299,2.6302e-06,1.1218e-10,7.1604e-09,0.89631,2.8183e-06,1.1024e-10,7.6013e-09,0.88799
2.1429e-06,1.1733e-10,5.9707e-09,0.91733,2.2313e-06,1.1607e-10,6.1902e-09,0.91337,2.3345e-06,1.1471e-10,6.4436e-09,0.90875,2.4569e-06,1.1321e-10,6.7407e-09,0.90328,2.6053e-06,1.1154e-10,7.0954e-09,0.89666
2.0456e-06,1.1784e-10,5.723e-09,0.92111,2.1209e-06,1.1669e-10,5.9118e-09,0.9177,2.2075e-06,1.1545e-10,6.1269e-09,0.91379,2.3084e-06,1.141e-10,6.375e-09,0.90924,2.4278e-06,1.1263e-10,6.6652e-09,0.90387
1.957e-06,1.1831e-10,5.4956e-09,0.92454,2.0217e-06,1.1724e-10,5.659e-09,0.92159,2.095e-06,1.161e-10,5.8431e-09,0.91825,2.1792e-06,1.1489e-10,6.0525e-09,0.91442,2.277e-06,1.1357e-10,6.2934e-09,0.90998
1.8761e-06,1.1874e-10,5.2861e-09,0.92768,1.9319e-06,1.1774e-10,5.4284e-09,0.92511,1.9946e-06,1.1669e-10,5.587e-09,0.92222,2.0655e-06,1.1558e-10,5.7653e-09,0.91897,2.1467e-06,1.1439e-10,5.9677e-09,0.91525
1.8017e-06,1.1913e-10,5.0924e-09,0.93056,1.8502e-06,1.182e-10,5.2169e-09,0.9283,1.9042e-06,1.1722e-10,5.3545e-09,0.9258,1.9645e-06,1.1619e-10,5.5075e-09,0.923,2.0327e-06,1.151e-10,5.6793e-09,0.91985
